type,modified,language,license,rightsholder,datasetid,datasetname,institutioncode,basisofrecord,eventid,samplingprotocol,eventdate,eventremarks,locality,decimallatitude,decimallongitude,geodeticdatum,coordinateuncertaintyinmeters
Event,2016-01-22T10:59:28Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1389:event-receiver-deployment,receiver deployment,2012-07-01T00:00:00Z/2014-10-01T00:00:00Z,location name: 18 Iso 4s 16 | location description: Pas van Terneuzen,ws-16,51.35449,3.79503,WGS84,30
Event,2016-01-22T10:59:28Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1390:event-receiver-deployment,receiver deployment,2012-07-01T00:00:00Z/2014-01-07T00:00:00Z,location name: 16 Iso 8s 25B | location description: Linkeroever opwaarts Braakmanhaven,ws-25B,51.34655,3.80017,WGS84,30
Event,2016-01-22T10:59:28Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1391:event-receiver-deployment,receiver deployment,2014-01-07T00:00:00Z/2015-02-10T00:00:00Z,location name: 16 Iso 8s 25B | location description: Linkeroever opwaarts Braakmanhaven,ws-25B,51.34655,3.80017,WGS84,30
Event,2016-07-18T14:30:06Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1393:event-receiver-deployment,receiver deployment,2012-07-01T00:00:00Z/2014-12-28T00:00:00Z,location name: 17 Iso 8s 18 | location description: Pas van Terneuzen,ws-18,51.34826,3.81473,WGS84,30
Event,2016-07-19T14:27:16Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1465:event-receiver-deployment,receiver deployment,2014-10-15T00:00:00Z/2015-01-22T00:00:00Z,location name: A1 | location description: NA,ws-A1,51.3725,3.72298,WGS84,30
Event,2017-10-10T07:55:36Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1466:event-receiver-deployment,receiver deployment,2014-10-15T00:00:00Z/2014-11-20T00:00:00Z,location name: Obstn K | location description: NA,ws-K,51.35082,3.78666,WGS84,30
Event,2016-07-20T10:53:48Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1502:event-receiver-deployment,receiver deployment,2014-01-30T00:00:00Z/2015-02-10T00:00:00Z,location name: Boei 14 | location description: Pas van Terneuzen,ws-14,51.36015,3.77981,WGS84,30
Event,2016-07-19T10:42:04Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1503:event-receiver-deployment,receiver deployment,2015-04-15T00:00:00Z/2015-09-22T00:00:00Z,recover latitude: 51.34826 | recover longitude: 3.81473 | location name: 17 Iso 8s 18 | location description: Pas van Terneuzen,ws-18,51.34826,3.81473,WGS84,30
Event,2016-01-26T17:10:53Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1504:event-receiver-deployment,receiver deployment,2015-02-10T00:00:00Z/2015-04-15T00:00:00Z,location name: 25B | location description: Linkeroever opwaarts Braakmanhaven,ws-25B,51.34655,3.80017,WGS84,30
Event,2016-07-19T11:01:32Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1520:event-receiver-deployment,receiver deployment,2012-07-01T00:00:00Z/2014-12-30T00:00:00Z,location name: 12 ISO 4s 11 | location description: Centraal in de Schelde,ws-11,51.41163,3.70746,WGS84,30
Event,2016-02-23T15:33:53Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1521:event-receiver-deployment,receiver deployment,2014-01-30T00:00:00Z/2014-10-15T00:00:00Z,location name: Boei Iso 8s 12A | location description: Pas van Terneuzen,ws-12A,51.36488,3.76554,WGS84,30
Event,2016-07-19T11:43:08Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1522:event-receiver-deployment,receiver deployment,2012-07-01T00:00:00Z/2015-02-10T00:00:00Z,recover latitude: 51.40719 | recover longitude: 3.70809 | location name: 11 ISO 8s 13 | location description: Centraal in de Schelde,ws-13,51.40719,3.70809,WGS84,30
Event,2016-02-23T12:44:01Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1523:event-receiver-deployment,receiver deployment,2012-07-01T00:00:00Z/2014-10-15T00:00:00Z,location name: 7 Q 15 | location description: Linkeroever afwaarts van de Springergeul,ws-15,51.38647,3.70801,WGS84,30
Event,2016-02-23T14:47:38Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1524:event-receiver-deployment,receiver deployment,2015-04-15T00:00:00Z/2015-09-01T00:00:00Z,recover latitude: 51.38050 | recover longitude: 3.71730 | location name: 6 VQ 15 A | location description: Ingang Springergeul,ws-15A,51.38055,3.71726,WGS84,30
Event,2019-09-23T11:53:43Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1525:event-receiver-deployment,receiver deployment,2012-07-01T00:00:00Z/2014-10-19T00:00:00Z,location name: 21 Iso 4s 23 | location description: Linkeroever afwaarts Braakmanhaven,ws-23,51.35526,3.76099,WGS84,30
Event,2016-02-23T12:39:56Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1526:event-receiver-deployment,receiver deployment,2012-07-01T00:00:00Z/2014-10-15T00:00:00Z,location name: 14 Q25 | location description: Linkeroever opwaarts Braakmanhaven,ws-25,51.35193,3.77356,WGS84,30
Event,2016-02-23T15:00:46Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1527:event-receiver-deployment,receiver deployment,2014-01-30T00:00:00Z/2014-10-15T00:00:00Z,location name: Q2C | location description: Rechteroever in de Schelde,ws-2C,51.41696,3.71881,WGS84,30
Event,2016-02-23T13:33:08Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1528:event-receiver-deployment,receiver deployment,2012-07-01T00:00:00Z/2014-10-15T00:00:00Z,location name: 9 ISO 4s 4 | location description: Centraal in de Schelde,ws-4,51.39704,3.71534,WGS84,30
Event,2016-02-23T14:26:36Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1529:event-receiver-deployment,receiver deployment,2015-04-15T00:00:00Z/2015-09-01T00:00:00Z,recover latitude: 51.39130 | recover longitude: 3.71620 | location name: 8 ISO 8s 6 | location description: Centraal in de Schelde,ws-6,51.39131,3.71617,WGS84,30
Event,2016-07-19T12:09:35Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1530:event-receiver-deployment,receiver deployment,2014-01-14T00:00:00Z/2015-01-22T00:00:00Z,location name: 4 A3 | location description: NA,ws-A3,51.36554,3.73449,WGS84,30
Event,2016-02-23T14:45:08Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1531:event-receiver-deployment,receiver deployment,2012-07-01T00:00:00Z/2014-10-15T00:00:00Z,location name: 3 A5 | location description: Ankerzone Springergeul,ws-A5,51.35845,3.74543,WGS84,30
Event,2016-07-19T13:51:59Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1532:event-receiver-deployment,receiver deployment,2012-07-01T00:00:00Z/2014-09-24T00:00:00Z,location name: 2 PPB | location description: Paulinapolder,ws-PPB,51.35361,3.73764,WGS84,30
Event,2016-07-19T13:55:39Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1533:event-receiver-deployment,receiver deployment,2015-01-22T00:00:00Z/2015-04-15T00:00:00Z,location name: 2 PPB | location description: Paulinapolder,ws-PPB,51.35361,3.73764,WGS84,30
Event,2016-07-19T12:37:51Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1534:event-receiver-deployment,receiver deployment,2012-07-01T00:00:00Z/2014-10-11T00:00:00Z,location name: 1 PPC | location description: Paulinapolder,ws-PPC,51.35334,3.75223,WGS84,30
Event,2016-07-19T12:32:55Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1535:event-receiver-deployment,receiver deployment,2015-02-10T00:00:00Z/2015-04-15T00:00:00Z,recover latitude: 51.35334 | recover longitude: 3.75223 | location name: 1 PPC | location description: Paulinapolder,ws-PPC,51.35334,3.75223,WGS84,30
Event,2016-02-23T12:29:03Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1536:event-receiver-deployment,receiver deployment,2012-07-01T00:00:00Z/2014-10-15T00:00:00Z,location name: 10 VQ(3)5s | location description: Centraal in de Schelde,ws-PVTSS,51.40181,3.70891,WGS84,30
Event,2016-01-28T11:37:10Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1609:event-receiver-deployment,receiver deployment,2015-02-10T00:00:00Z/2015-04-15T00:00:00Z,recover latitude: 51.37256 | recover longitude: 3.72120 | location name: A1 | location description: ,ws-A1,51.3725,3.72298,WGS84,30
Event,2016-03-03T11:58:04Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1622:event-receiver-deployment,receiver deployment,2015-09-22T00:00:00Z/2016-03-02T00:00:00Z,recover latitude: 51.36015 | recover longitude: 3.77981 | location name:  | location description: ,ws-14,51.36015,3.77981,WGS84,30
Event,2016-02-23T15:03:57Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1623:event-receiver-deployment,receiver deployment,2014-10-15T00:00:00Z/2015-02-10T00:00:00Z,location name: Iso 4s 16 | location description: Pas van Terneuzen,ws-16,51.35449,3.79503,WGS84,30
Event,2016-01-28T11:36:28Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1624:event-receiver-deployment,receiver deployment,2015-01-22T00:00:00Z/2015-04-15T00:00:00Z,location name: 25A | location description: former K,ws-25A,51.35219,3.78101,WGS84,30
Event,2016-01-22T10:59:28Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1664:event-receiver-deployment,receiver deployment,2012-07-01T00:00:00Z/2014-01-30T00:00:00Z,location name: 13 Q 2C | location description: Rechteroever in de Schelde,ws-2C,51.41696,3.71881,WGS84,30
Event,2016-01-22T10:59:28Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1665:event-receiver-deployment,receiver deployment,2012-07-01T00:00:00Z/2014-01-30T00:00:00Z,location name: 5 A1 | location description: Ankerzone Springergeul,ws-A1,51.3725,3.72298,WGS84,30
Event,2016-07-19T12:12:10Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1666:event-receiver-deployment,receiver deployment,2012-07-01T00:00:00Z/2014-01-14T00:00:00Z,location name: 4 A3 | location description: Ankerzone Springergeul,ws-A3,51.36554,3.73449,WGS84,30
Event,2016-01-22T10:59:28Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1667:event-receiver-deployment,receiver deployment,2012-07-01T00:00:00Z/2014-10-14T00:00:00Z,location name: 15 Obstn K | location description: Linkeroever opwaarts Braakmanhaven,ws-K,51.35082,3.78666,WGS84,30
Event,2016-01-26T17:15:59Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1675:event-receiver-deployment,receiver deployment,2015-04-15T00:00:00Z/2015-09-22T00:00:00Z,recover latitude: 51.34655 | recover longitude: 3.80017 | location name: 25B | location description: Linkeroever opwaarts Braakmanhaven,ws-25B,51.34655,3.80017,WGS84,30
Event,2016-04-28T12:01:39Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1676:event-receiver-deployment,receiver deployment,2015-09-22T00:00:00Z/2016-04-28T00:00:00Z,recover latitude: 51.34660 | recover longitude: 3.80020 | location name: 25B | location description: Linkeroever opwaarts Braakmanhaven,ws-25B,51.34655,3.80017,WGS84,30
Event,2016-07-19T10:42:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1720:event-receiver-deployment,receiver deployment,2015-09-22T00:00:00Z/2016-03-02T00:00:00Z,recover latitude: 51.34826 | recover longitude: 3.81473 | location name: 17 Iso 8s 18 | location description: Pas van Terneuzen,ws-18,51.34826,3.81473,WGS84,30
Event,2016-07-19T12:41:09Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1730:event-receiver-deployment,receiver deployment,2015-04-15T00:00:00Z/2015-09-09T00:00:00Z,recover latitude: 51.35334 | recover longitude: 3.75223 | location name: 1 PPC | location description: Paulinapolder,ws-PPC,51.35334,3.75223,WGS84,30
Event,2016-07-19T12:41:27Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1731:event-receiver-deployment,receiver deployment,2015-09-09T00:00:00Z/2016-03-02T00:00:00Z,location name: 1 PPC | location description: Paulinapolder,ws-PPC,51.35334,3.75223,WGS84,30
Event,2016-01-28T11:05:27Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1732:event-receiver-deployment,receiver deployment,2015-04-15T00:00:00Z/2015-09-09T00:00:00Z,recover latitude: 51.35361 | recover longitude: 3.73764 | location name: 2 PPB | location description: Paulinapolder,ws-PPB,51.35361,3.73764,WGS84,30
Event,2016-03-03T12:01:13Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1733:event-receiver-deployment,receiver deployment,2015-09-09T00:00:00Z/2016-03-02T00:00:00Z,recover latitude: 51.35361 | recover longitude: 3.73764 | location name: 2 PPB | location description: Paulinapolder,ws-PPB,51.35361,3.73764,WGS84,30
Event,2016-01-28T11:36:28Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1749:event-receiver-deployment,receiver deployment,2015-04-15T00:00:00Z/2015-09-22T00:00:00Z,recover latitude: 51.35219 | recover longitude: 3.78101 | location name: 25A | location description: former K,ws-25A,51.35219,3.78101,WGS84,30
Event,2016-06-13T09:18:17Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1750:event-receiver-deployment,receiver deployment,2015-09-22T00:00:00Z/2016-03-02T15:00:00Z,recover latitude: 51.35219 | recover longitude: 3.78101 | location name: 25A | location description: former K,ws-25A,51.35219,3.78101,WGS84,30
Event,2016-01-28T11:37:12Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1752:event-receiver-deployment,receiver deployment,2015-04-15T00:00:00Z/2015-09-09T00:00:00Z,recover latitude: 51.37256 | recover longitude: 3.72120 | location name: A1 | location description: ,ws-A1,51.3725,3.72298,WGS84,30
Event,2016-03-03T11:59:56Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1753:event-receiver-deployment,receiver deployment,2015-09-09T00:00:00Z/2016-03-01T00:00:00Z,recover latitude: 51.37256 | recover longitude: 3.72120 | location name: A1 | location description: ,ws-A1,51.3725,3.72298,WGS84,30
Event,2016-07-20T10:52:53Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1808:event-receiver-deployment,receiver deployment,2015-04-15T00:00:00Z/2015-09-22T00:00:00Z,location name: Boei 14 | location description: NA,ws-14,51.36015,3.77981,WGS84,30
Event,2016-09-23T11:47:38Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1842:event-receiver-deployment,receiver deployment,2015-02-22T00:00:00Z/2015-04-15T00:00:00Z,recover latitude: 51.41163 | recover longitude: 3.70746 | location name: ws-11 | location description: NA,ws-11,51.41163,3.70746,WGS84,30
Event,2016-02-23T12:29:18Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1857:event-receiver-deployment,receiver deployment,2014-10-15T00:00:00Z/2015-02-10T00:00:00Z,location name: 10 VQ(3)5s | location description: Centraal in de Schelde,ws-PVTSS,51.40181,3.70891,WGS84,30
Event,2016-02-23T12:29:19Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1858:event-receiver-deployment,receiver deployment,2015-02-10T00:00:00Z/2015-04-15T00:00:00Z,recover latitude: 51.40181 | recover longitude: 3.70891 | location name: 10 VQ(3)5s | location description: Centraal in de Schelde,ws-PVTSS,51.40181,3.70891,WGS84,30
Event,2016-02-23T12:29:20Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1859:event-receiver-deployment,receiver deployment,2015-04-15T00:00:00Z/2015-09-01T00:00:00Z,recover latitude: 51.40180 | recover longitude: 3.70890 | location name: 10 VQ(3)5s | location description: Centraal in de Schelde,ws-PVTSS,51.40181,3.70891,WGS84,30
Event,2016-03-03T12:01:12Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1860:event-receiver-deployment,receiver deployment,2015-09-01T00:00:00Z/2016-03-01T00:00:00Z,recover latitude: 51.40181 | recover longitude: 3.70891 | location name: 10 VQ(3)5s | location description: Centraal in de Schelde,ws-PVTSS,51.40181,3.70891,WGS84,30
Event,2016-02-23T12:39:57Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1861:event-receiver-deployment,receiver deployment,2014-10-15T00:00:00Z/2015-01-22T00:00:00Z,location name: 14 Q25 | location description: Linkeroever opwaarts Braakmanhaven,ws-25,51.35193,3.77356,WGS84,30
Event,2016-02-23T12:39:57Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1862:event-receiver-deployment,receiver deployment,2015-01-22T00:00:00Z/2015-04-15T00:00:00Z,location name: 14 Q25 | location description: Linkeroever opwaarts Braakmanhaven,ws-25,51.35193,3.77356,WGS84,30
Event,2016-02-23T12:39:57Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1863:event-receiver-deployment,receiver deployment,2015-04-15T00:00:00Z/2015-09-09T00:00:00Z,recover latitude: 51.35193 | recover longitude: 3.77356 | location name: 14 Q25 | location description: Linkeroever opwaarts Braakmanhaven,ws-25,51.35193,3.77356,WGS84,30
Event,2016-04-28T12:01:39Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1864:event-receiver-deployment,receiver deployment,2015-09-09T00:00:00Z/2016-04-28T00:00:00Z,recover latitude: 51.35190 | recover longitude: 3.77350 | location name: 14 Q25 | location description: Linkeroever opwaarts Braakmanhaven,ws-25,51.35193,3.77356,WGS84,30
Event,2016-02-23T12:44:01Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1865:event-receiver-deployment,receiver deployment,2014-10-15T00:00:00Z/2015-02-10T00:00:00Z,location name: 7 Q 15 | location description: Linkeroever afwaarts van de Springergeul,ws-15,51.38647,3.70801,WGS84,30
Event,2016-02-23T12:44:03Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1866:event-receiver-deployment,receiver deployment,2015-02-10T00:00:00Z/2015-04-15T00:00:00Z,recover latitude: 51.38647 | recover longitude: 3.70801 | location name: 7 Q 15 | location description: Linkeroever afwaarts van de Springergeul,ws-15,51.38647,3.70801,WGS84,30
Event,2016-02-23T12:44:10Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1867:event-receiver-deployment,receiver deployment,2015-04-15T00:00:00Z/2015-09-01T00:00:00Z,recover latitude: 51.38650 | recover longitude: 3.70800 | location name: 7 Q 15 | location description: Linkeroever afwaarts van de Springergeul,ws-15,51.38647,3.70801,WGS84,30
Event,2016-03-03T12:01:12Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1868:event-receiver-deployment,receiver deployment,2015-09-01T00:00:00Z/2016-03-01T00:00:00Z,location name: 7 Q 15 | location description: Linkeroever afwaarts van de Springergeul,ws-15,51.38647,3.70801,WGS84,30
Event,2016-02-23T13:33:09Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1869:event-receiver-deployment,receiver deployment,2014-10-15T00:00:00Z/2015-02-10T00:00:00Z,location name: 9 ISO 4s 4 | location description: Centraal in de Schelde,ws-4,51.39704,3.71534,WGS84,30
Event,2016-02-23T13:33:09Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1870:event-receiver-deployment,receiver deployment,2015-02-10T00:00:00Z/2015-04-15T00:00:00Z,recover latitude: 51.39704 | recover longitude: 3.71534 | location name: 9 ISO 4s 4 | location description: Centraal in de Schelde,ws-4,51.39704,3.71534,WGS84,30
Event,2016-02-23T13:33:10Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,etn:ws2:1871:event-receiver-deployment,receiver deployment,2015-04-15T00:00:00Z/2015-09-01T00:00:00Z,recover latitude: 51.39700 | recover longitude: 3.71530 | location name: 9 ISO 4s 4 | location description: Centraal in de Schelde,ws-4,51.39704,3.71534,WGS84,30
